date,discharge,month,year,average_percentage,percentile,percentile_range
2020-04-30,1.397,4,2020,-0.874,0.214,Below normal
2020-05-31,1.039,5,2020,-0.933,0.071,Low flow
2020-06-30,56.277,6,2020,0.864,0.881,High flow
2020-07-31,19.412,7,2020,-0.318,0.310,Normal range
2020-08-31,13.675,8,2020,-0.445,0.381,Normal range
2020-09-30,23.010,9,2020,-0.221,0.625,Normal range
2020-10-31,2.469,10,2020,-0.889,0.200,Below normal
2020-11-30,0.910,11,2020,-0.920,0.073,Low flow
2020-12-31,0.429,12,2020,-0.966,0.024,Low flow
2021-01-31,1.156,1,2021,-0.826,0.415,Normal range
2021-02-28,49.145,2,2021,2.931,0.878,High flow
2021-03-31,28.237,3,2021,1.150,0.902,High flow
2021-04-30,12.159,4,2021,0.098,0.786,Above normal
2021-05-31,5.769,5,2021,-0.628,0.405,Normal range
2021-06-30,56.094,6,2021,0.858,0.857,Above normal
2021-07-31,24.234,7,2021,-0.148,0.524,Normal range
2021-08-31,17.992,8,2021,-0.270,0.405,Normal range
2021-09-30,17.655,9,2021,-0.402,0.575,Normal range
2021-10-31,3.790,10,2021,-0.829,0.275,Below normal
2021-11-30,2.215,11,2021,-0.806,0.122,Low flow
2021-12-31,1.273,12,2021,-0.898,0.268,Below normal
2022-01-31,6.569,1,2022,-0.011,0.707,Normal range
2022-02-28,1.878,2,2022,-0.850,0.463,Normal range
2022-03-31,1.232,3,2022,-0.906,0.268,Below normal
2022-04-30,8.106,4,2022,-0.268,0.690,Normal range
2022-05-31,9.698,5,2022,-0.375,0.595,Normal range
2022-06-30,3.133,6,2022,-0.896,0.143,Below normal
2022-07-31,41.992,7,2022,0.476,0.786,Above normal
2022-08-31,6.183,8,2022,-0.749,0.119,Low flow
2022-09-30,3.690,9,2022,-0.875,0.050,Low flow
2022-10-31,1.365,10,2022,-0.939,0.075,Low flow
2022-11-30,2.595,11,2022,-0.772,0.195,Below normal
2022-12-31,0.890,12,2022,-0.928,0.146,Below normal
2023-01-31,0.226,1,2023,-0.966,0.049,Low flow
2023-02-28,0.121,2,2023,-0.990,0.024,Low flow
