Fecha,Caudal
01/01/1980,26.171373581242534
01/02/1980,12.616143518518518
01/03/1980,49.91683206391876
01/04/1980,190.8545273919753
01/05/1980,73.671138739546
01/06/1980,254.34492669753084
01/07/1980,101.97257728494624
01/08/1980,137.60574074074074
01/09/1980,47.107911651234566
01/10/1980,122.51824708781362
01/11/1980,87.93064429012345
01/12/1980,58.2932097520908
01/01/1981,28.77156996714457
01/02/1981,34.70383581349206
01/03/1981,12.770766129032259
01/04/1981,5.014985563271606
01/05/1981,74.84440001493428
01/06/1981,187.9573885030864
01/07/1981,159.72573290023894
01/08/1981,60.44902703106332
01/09/1981,208.0510489969136
01/10/1981,47.03356518817205
01/11/1981,26.05713734567901
01/12/1981,11.973030129928315
01/01/1982,4.46377329749104
01/02/1982,105.56878340360451
01/03/1982,27.766752494026285
01/04/1982,11.674742098765433
01/05/1982,16.954549581839906
01/06/1982,87.30810841049382
01/07/1982,175.85754144265232
01/08/1982,133.15141726403823
01/09/1982,165.43160030864195
01/10/1982,119.2120590651135
01/11/1982,53.53473186728396
01/12/1982,22.70872759856631
01/01/1983,8.438592443249702
01/02/1983,64.4414654017857
01/03/1983,21.09814172640382
01/04/1983,10.043529861111113
01/05/1983,15.855980062724017
01/06/1983,14.893365362654322
01/07/1983,100.17710162783753
01/08/1983,162.26575604838712
01/09/1983,108.58018634259258
01/10/1983,96.64889000896058
01/11/1983,232.63249228395063
01/12/1983,55.837220355436074
01/01/1984,43.01374402628434
01/02/1984,223.87508900063858
01/03/1984,48.122081466547186
01/04/1984,44.95703973765432
01/05/1984,180.97320564516127
01/06/1984,214.4614425154321
01/07/1984,364.51883363201915
01/08/1984,80.87458557347671
01/09/1984,61.65205902777778
01/10/1984,61.14925253882916
01/11/1984,28.681920138888884
01/12/1984,12.656768667861414
01/01/1985,16.977847110215055
01/02/1985,7.818047032076719
01/03/1985,15.118986133512543
01/04/1985,10.495647901234568
01/05/1985,21.35959431750299
01/06/1985,63.61868650462963
01/07/1985,145.149867458184
01/08/1985,250.25197505973716
01/09/1985,268.96605246913583
01/10/1985,104.91089568399045
01/11/1985,44.22125810185185
01/12/1985,16.679853718637993
01/01/1986,18.557325978195937
01/02/1986,12.352494026951057
01/03/1986,7.898018757467144
01/04/1986,23.769214906250006
01/05/1986,133.61201591024493
01/06/1986,92.67969844444445
01/07/1986,38.50933594362306
01/08/1986,78.62356966845877
01/09/1986,52.365624614197536
01/10/1986,92.87397289426522
01/11/1986,328.1008391203704
01/12/1986,59.26579935782557
01/01/1987,24.200374103942654
01/02/1987,28.10280150462963
01/03/1987,36.05152971923536
01/04/1987,104.94803047839505
01/05/1987,89.14045922939067
01/06/1987,40.644906250000005
01/07/1987,121.14062238649942
01/08/1987,251.3288918757467
01/09/1987,113.18842592592591
01/10/1987,58.95051523297491
01/11/1987,46.36853549382716
01/12/1987,59.462784124850664
01/01/1988,209.29014523596177
01/02/1988,52.796733317369096
01/03/1988,20.10710674283154
01/04/1988,9.666334375
01/05/1988,4.497480563022699
01/06/1988,7.960893865740741
01/07/1988,132.72566830943848
01/08/1988,120.22380749701315
01/09/1988,96.05690162037037
01/10/1988,43.74809923835125
01/11/1988,27.604331944444446
01/12/1988,12.537545922939069
01/01/1989,7.633636126045401
01/02/1989,4.047033130787037
01/03/1989,1.661339153972521
01/04/1989,3.7528141894290123
01/05/1989,4.3804589083034635
01/06/1989,24.543437873842596
01/07/1989,24.316343742084825
01/08/1989,36.975271654719236
01/09/1989,24.955206442901233
01/10/1989,11.743732564217442
01/11/1989,25.37856350308642
01/12/1989,12.827290583930704
01/01/1990,5.320425985663083
01/02/1990,312.61050181878306
01/03/1990,302.3794892473118
01/04/1990,271.24277121913576
01/05/1990,101.65808505077658
01/06/1990,49.30331983024691
01/07/1990,23.74138194444445
01/08/1990,17.30707004181601
01/09/1990,42.13457716049382
01/10/1990,50.145531660692946
01/11/1990,73.29122067901234
01/12/1990,47.84393854540024
01/01/1991,22.179206242532857
01/02/1991,9.124145171957672
01/03/1991,3.0622653449820794
01/04/1991,36.80987484567901
01/05/1991,94.12513328853046
01/06/1991,232.80457947530863
01/07/1991,311.02698999402634
01/08/1991,63.118049208482674
01/09/1991,41.35325887345679
01/10/1991,168.02813881421744
01/11/1991,104.07784220679012
01/12/1991,39.86867084826763
01/01/1992,15.664886536738349
01/02/1992,43.17581744891443
01/03/1992,20.124323140681003
01/04/1992,150.62652816358025
01/05/1992,66.24349163679808
01/06/1992,354.432862654321
01/07/1992,302.8076426224612
01/08/1992,91.86154719235364
01/09/1992,91.83655015432099
01/10/1992,41.80992420848268
01/11/1992,18.85032426697531
01/12/1992,8.02225014934289
01/01/1993,5.2235910543608135
01/02/1993,4.428262099041005
01/03/1993,2.106144227897252
01/04/1993,1.3285693900462965
01/05/1993,160.29399156212662
01/06/1993,147.25402391975308
01/07/1993,126.70235103046595
01/08/1993,166.08046818996414
01/09/1993,57.44958294753086
01/10/1993,98.13316830943847
01/11/1993,115.54672916666667
01/12/1993,70.74595318100359
01/01/1994,30.702923760454006
01/02/1994,24.876699074074075
01/03/1994,79.94715359916368
01/04/1994,27.735325270061733
01/05/1994,10.539004816308244
01/06/1994,106.09138464506171
01/07/1994,300.36023745519714
01/08/1994,99.01183019713261
01/09/1994,70.0538487654321
01/10/1994,116.74654607228194
01/11/1994,39.355028549382716
01/12/1994,14.776682198327357
01/01/1995,5.810617495519714
01/02/1995,18.07474884259259
01/03/1995,13.408681249999999
01/04/1995,14.4264424691358
01/05/1995,10.8477611260454
01/06/1995,137.6109660493827
